customer_id,age,annual_income_k,spending_score,purchase_frequency,avg_transaction_value
697,62,59.3,46.0,5.3,75.5
698,51,97.9,89.8,39.5,243.6
699,38,91.1,88.3,18.4,337.8
700,29,26.3,27.8,7.3,28.7
701,44,42.3,60.4,12.3,112.3
702,44,54.0,45.6,7.2,46.0
703,38,86.5,71.9,17.5,93.3
704,41,57.5,42.3,5.1,68.0
705,34,63.3,59.7,24.6,110.1
706,44,141.0,77.7,31.6,350.1
707,22,33.5,24.4,6.9,14.2
708,35,38.3,34.8,2.4,21.4
709,51,57.1,39.3,9.5,40.0
710,40,51.2,65.0,19.4,148.0
711,61,36.8,52.5,8.2,34.6
712,60,51.4,33.6,8.3,55.2
713,31,95.7,98.7,29.3,383.2
714,48,141.1,73.4,32.6,285.2
715,30,95.2,72.9,15.6,310.5
716,33,20.5,34.4,6.5,13.4
717,34,23.0,12.3,4.4,30.6
718,47,53.8,74.2,16.1,122.3
719,30,32.2,54.3,3.8,48.3
720,31,39.7,18.1,6.7,17.6
721,36,78.0,62.8,19.4,78.9
722,36,38.9,13.4,4.4,18.1
723,44,39.2,30.0,7.8,88.0
724,47,124.2,92.0,18.3,329.0
725,31,102.6,99.2,29.5,213.6
726,46,121.2,84.4,31.1,166.2
727,26,26.5,15.2,3.5,25.1
728,37,19.5,24.6,3.9,36.8
729,27,29.8,19.0,1.6,37.5
730,45,142.8,85.6,26.2,289.5
731,35,26.7,33.6,1.7,35.6
732,53,113.0,70.4,22.1,161.1
733,49,49.7,75.3,16.9,125.8
734,47,53.9,76.3,28.7,149.7
735,32,79.3,70.4,18.2,138.6
736,40,83.5,74.0,25.1,103.6
737,38,87.1,68.2,25.2,143.2
738,36,17.6,28.4,2.3,26.9
739,51,50.8,31.9,6.8,61.0
740,47,122.2,70.7,23.1,309.1
741,43,74.6,61.8,15.4,76.6
742,35,86.5,64.7,13.2,61.7
743,62,67.7,31.9,5.5,61.8
744,46,71.3,69.3,15.3,65.4
745,26,34.7,12.2,3.9,36.4
746,58,58.2,39.3,6.5,57.0
747,42,71.3,55.3,14.6,126.8
748,33,82.7,59.1,27.4,104.2
749,44,72.4,60.8,24.3,144.6
750,36,67.9,79.0,12.9,68.8
751,29,58.7,51.6,3.4,78.0
752,38,66.6,76.8,29.9,112.4
753,42,85.4,66.7,20.4,128.5
754,37,119.0,75.4,16.3,230.0
755,34,77.6,75.3,29.0,88.2
756,33,69.4,37.2,9.7,53.4
757,49,103.8,94.4,17.0,373.7
758,36,50.5,76.4,26.8,99.7
759,45,90.6,83.2,30.4,170.9
760,52,137.2,72.0,24.7,363.0
761,38,18.4,10.7,6.3,28.6
762,51,45.2,50.8,8.7,52.4
763,24,23.7,27.0,5.0,18.0
764,41,45.9,55.0,24.8,92.1
765,47,67.2,39.8,6.4,61.9
766,47,47.2,48.5,8.9,61.9
767,48,85.0,70.4,38.9,334.4
768,35,74.8,70.7,27.5,71.9
769,45,42.3,71.4,21.6,67.4
770,27,28.0,31.7,2.7,14.7
771,48,61.5,75.8,14.2,126.1
772,33,46.6,40.7,6.3,71.8
773,41,92.7,85.8,32.7,176.7
774,59,65.6,32.1,8.5,81.7
775,42,128.8,97.9,34.6,164.0
776,31,67.6,69.9,27.7,111.9
777,62,33.8,55.0,4.6,74.9
778,36,96.0,77.0,20.5,193.4
779,50,85.1,81.8,27.0,300.0
780,33,37.6,38.7,6.4,89.5
781,61,32.8,37.8,9.5,81.0
782,26,38.2,39.5,9.9,77.1
783,44,121.5,87.4,31.6,173.8
784,39,81.5,72.5,39.2,223.9
785,32,127.0,79.5,37.0,214.6
786,30,38.2,34.9,2.2,21.9
787,31,53.3,63.3,22.0,123.6
788,34,76.6,75.6,14.6,135.0
789,41,143.7,83.9,18.4,235.2
790,45,94.8,94.6,23.1,155.7
791,29,39.1,54.4,6.3,38.1
792,63,36.9,53.1,2.5,55.8
793,44,46.9,61.9,12.8,143.8
794,47,49.0,74.9,24.2,109.2
795,45,69.0,78.4,24.1,103.3
796,44,69.1,51.4,7.6,73.6
797,49,46.5,70.1,27.3,64.0
798,29,41.6,66.9,19.3,74.5
799,54,57.2,40.2,2.1,65.0
800,47,62.3,70.5,24.0,105.1
801,61,62.9,51.3,3.7,69.4
802,37,83.0,67.5,24.1,81.5
803,62,41.6,41.7,9.1,72.5
804,36,41.6,74.6,16.3,73.0
805,26,33.4,23.6,5.9,39.1
806,33,16.7,24.6,3.4,28.6
807,35,40.8,35.1,4.5,44.5
808,23,15.3,25.0,5.0,31.5
809,59,38.0,32.7,8.8,56.3
810,25,15.4,22.8,2.6,29.4
811,46,37.5,48.0,8.9,57.2
812,33,37.8,16.2,5.0,15.0
813,34,65.4,39.6,5.9,47.0
814,36,52.5,58.0,22.5,147.2
815,36,63.3,55.3,13.5,83.3
816,43,50.1,78.4,24.4,134.1
817,33,44.6,63.0,13.9,71.6
818,36,62.7,51.3,9.5,35.1
819,32,38.0,16.3,5.9,12.3
820,49,59.4,38.3,9.2,46.0
821,23,23.5,25.8,7.5,13.1
822,48,55.0,36.8,5.9,34.9
823,56,33.0,39.1,3.8,41.7
824,28,48.6,48.1,7.3,72.5
825,37,131.8,97.5,22.0,364.6
826,45,49.0,45.9,10.0,36.3
827,40,78.3,72.6,18.0,120.8
828,34,31.7,11.1,5.1,40.0
829,37,97.3,91.8,39.8,174.8
830,35,54.8,78.5,26.7,148.5
831,34,88.7,81.6,31.1,345.1
832,39,41.2,66.2,16.3,64.5
833,48,79.0,55.4,26.7,63.6
834,39,22.4,15.8,1.3,10.5
835,31,16.2,34.3,2.6,12.7
836,39,59.0,75.0,19.1,127.6
837,56,54.4,37.8,4.2,65.9
838,45,56.6,74.5,19.9,116.5
839,60,69.4,48.9,5.1,65.4
840,34,40.3,38.9,7.4,33.8
841,46,58.3,31.6,8.7,30.2
842,64,62.1,54.0,6.3,59.3
843,25,48.6,51.9,3.6,37.6
844,29,24.9,12.7,3.3,15.1
845,45,88.6,69.1,24.9,66.2
846,50,59.6,32.4,6.8,72.2
847,33,39.6,43.3,7.2,68.7
848,44,149.9,98.0,31.1,255.3
849,53,50.7,39.5,2.1,53.2
850,23,23.8,26.1,5.7,35.9
851,25,17.0,19.2,2.7,34.1
852,39,53.6,63.5,20.1,142.2
853,29,49.7,71.0,16.7,139.7
854,29,33.2,22.4,5.8,23.0
855,34,23.3,33.3,1.1,16.8
856,26,32.3,16.7,2.7,15.0
857,40,82.5,59.9,14.3,146.7
858,26,16.2,23.3,7.7,13.3
859,33,105.8,73.6,25.5,337.8
860,44,56.6,62.3,12.7,117.3
861,33,134.2,89.3,28.3,160.5
862,44,126.5,84.2,36.1,351.4
863,38,114.1,71.0,16.6,376.6
864,60,34.7,35.3,4.5,40.0
865,44,141.4,83.0,19.0,289.5
866,26,50.6,50.2,4.0,44.7
867,41,135.9,94.7,36.4,379.2
868,38,27.3,28.1,6.7,31.6
869,26,19.6,12.0,4.0,30.7
870,31,141.5,87.2,27.9,257.6
871,56,56.9,54.4,2.8,30.5
872,32,28.3,12.7,4.1,26.0
873,38,73.8,70.9,19.2,112.0
874,50,69.2,42.1,8.9,65.3
875,43,48.6,75.7,22.5,90.4
876,33,58.3,58.7,15.7,88.2
877,37,19.6,33.4,5.5,25.5
878,40,81.8,56.3,20.4,94.2
879,22,20.0,10.1,6.7,31.2
880,25,29.2,29.1,7.1,20.3
881,37,36.2,31.4,3.8,36.6
882,48,143.9,88.4,36.8,331.0
883,47,102.6,73.8,26.9,178.5
884,35,26.8,14.6,4.4,25.4
885,48,78.1,56.1,23.6,80.4
886,28,28.1,28.3,1.0,24.0
887,32,44.9,56.9,18.5,68.3
888,24,29.3,12.4,5.3,39.7
889,34,83.6,67.5,25.1,115.7
890,54,137.5,70.0,22.5,395.3
891,31,34.7,50.0,3.0,71.9
892,44,67.6,42.6,9.6,80.0
893,44,57.4,30.6,3.4,57.2
894,42,90.0,98.2,33.3,190.6
895,56,47.2,43.7,6.3,68.2
896,32,82.2,89.6,24.2,366.1
897,54,65.3,44.6,8.7,68.6
898,48,148.1,94.8,32.5,359.9
899,44,94.9,71.0,22.6,313.3
900,34,80.8,76.9,25.9,120.4
901,33,87.2,60.9,13.9,129.1
902,39,47.5,76.3,29.8,125.4
903,39,110.7,91.7,29.8,312.6
904,28,16.9,11.9,1.0,39.0
905,36,22.2,25.4,7.4,14.2
906,38,60.8,30.1,8.9,41.2
907,40,57.6,44.9,6.0,88.6
908,45,95.8,91.1,16.3,271.6
909,27,55.5,38.1,4.2,41.5
910,38,115.4,89.0,16.8,213.6
911,30,89.9,59.8,20.3,98.8
912,46,66.2,74.4,16.2,91.1
913,38,36.0,21.7,3.9,18.2
914,44,48.2,36.7,3.8,37.9
915,53,104.0,82.4,34.0,335.9
916,32,26.5,18.3,2.0,29.5
917,36,50.4,63.9,24.0,103.5
918,35,59.7,58.5,12.2,109.0
919,34,51.8,32.5,7.5,44.5
920,38,28.4,22.4,3.7,18.9
921,29,21.2,22.2,2.5,39.6
922,22,18.8,22.7,5.9,35.8
923,40,40.5,72.9,24.7,116.0
924,61,68.2,37.8,9.1,66.2
925,35,139.3,82.9,18.5,316.0
926,52,85.4,80.2,36.7,203.9
927,49,97.0,89.6,35.3,303.5
928,24,21.3,20.1,5.0,32.2
929,34,131.6,93.1,21.1,317.9
930,48,73.8,56.0,23.2,122.8
931,53,48.6,54.1,6.2,70.7
932,34,107.4,85.0,24.9,284.9
933,41,79.7,62.0,14.6,88.2
934,25,19.3,29.3,7.6,15.0
935,34,18.5,30.1,1.5,39.6
936,44,117.3,87.4,17.2,329.4
937,29,58.8,44.1,5.4,49.6
938,51,148.9,98.1,16.1,191.2
939,32,85.7,82.1,20.5,254.6
940,35,19.7,30.9,3.3,19.3
941,47,55.6,58.1,14.0,118.3
942,34,86.4,65.8,14.1,106.1
943,33,48.0,53.9,5.2,80.4
944,37,40.3,79.5,29.4,95.6
945,43,149.5,73.9,21.9,248.6
946,45,42.4,79.0,24.2,116.8
947,58,63.7,44.5,6.5,36.3
948,35,85.2,64.4,21.9,64.6
949,39,36.8,34.3,7.8,32.5
950,36,35.0,30.4,8.2,78.4
951,28,56.0,66.9,17.7,104.0
952,62,43.5,30.5,3.0,54.8
953,26,32.7,51.9,5.1,62.5
954,32,25.5,13.3,7.3,30.7
955,43,79.2,66.6,27.6,82.5
956,26,47.0,52.7,6.1,41.3
957,42,148.0,77.9,21.8,268.2
958,41,64.3,46.8,5.3,83.1
959,56,43.6,43.5,3.2,63.2
960,38,15.9,30.6,3.5,13.8
961,48,96.6,85.4,17.6,246.1
962,60,33.4,31.1,7.3,79.4
963,36,89.8,59.6,22.7,97.0
964,37,59.7,42.3,5.9,80.3
965,45,118.0,74.8,20.1,172.8
966,25,37.7,16.2,3.9,32.7
967,33,144.9,71.8,38.4,237.9
968,32,108.9,94.1,27.0,154.5
969,26,35.7,34.0,3.4,16.8
970,53,118.0,85.4,29.7,157.3
971,37,76.8,60.2,14.4,117.5
972,27,16.7,20.1,4.5,31.6
973,44,97.7,92.7,26.5,360.5
974,39,45.8,70.3,28.9,119.6
975,36,143.3,97.3,34.5,151.8
976,38,125.3,96.6,30.0,275.5
977,38,115.7,94.8,22.0,385.6
978,38,72.6,60.3,22.0,137.1
979,39,133.2,85.0,28.6,387.9
980,31,32.2,42.3,9.4,36.3
981,38,20.3,18.2,1.8,36.7
982,53,32.8,34.6,7.3,82.9
983,47,68.3,67.9,13.5,109.4
984,25,26.6,18.8,5.1,12.3
985,34,83.3,71.1,33.7,314.8
986,34,20.6,19.9,7.2,14.4
987,31,111.3,83.8,36.6,286.7
988,43,98.5,89.4,29.9,250.3
989,24,16.8,10.2,1.4,12.7
990,33,84.5,96.3,36.9,232.6
991,26,23.6,18.7,1.2,26.5
992,33,40.8,45.7,5.9,51.7
993,34,20.0,32.4,4.3,26.9
994,41,53.4,33.3,5.6,57.0
995,23,15.7,24.6,7.6,27.3
996,37,16.9,27.3,4.7,32.5
997,54,141.0,76.6,39.4,234.2
998,39,69.6,59.1,12.4,92.6
999,35,106.0,83.6,24.9,173.4
1000,39,25.4,24.5,7.4,12.5
