customer_id,age,annual_income_k,spending_score,purchase_frequency,avg_transaction_value,cluster,persona
474,38,38.7,34.7,6.3,21.3,0,Budget Shopper
475,42,124.4,92.6,19.3,252.4,1,High Roller
476,34,56.0,69.9,29.9,99.2,3,Loyal Regular
477,37,87.3,76.1,17.3,66.9,3,Loyal Regular
478,28,81.6,75.1,27.6,65.4,3,Loyal Regular
479,48,63.1,31.2,7.8,76.4,2,Occasional Buyer
480,53,49.2,46.6,2.9,47.3,2,Occasional Buyer
481,54,43.0,47.8,8.5,40.9,2,Occasional Buyer
482,34,39.2,11.1,7.2,25.8,0,Budget Shopper
483,37,23.2,24.3,4.6,38.8,0,Budget Shopper
484,49,102.9,74.5,22.6,369.2,1,High Roller
485,38,46.3,40.2,2.5,50.9,0,Budget Shopper
486,39,27.1,21.2,8.0,15.3,0,Budget Shopper
487,37,17.5,26.6,1.0,14.8,0,Budget Shopper
488,43,87.3,91.7,29.5,218.5,1,High Roller
489,29,30.2,19.5,6.2,16.2,0,Budget Shopper
490,33,127.1,78.3,22.7,347.2,1,High Roller
491,47,74.1,62.9,14.4,116.9,3,Loyal Regular
492,51,46.6,51.2,9.2,82.6,2,Occasional Buyer
493,36,52.6,68.0,21.4,113.0,3,Loyal Regular
494,30,21.5,21.3,1.2,18.4,0,Budget Shopper
495,40,84.7,91.2,28.6,170.4,1,High Roller
496,39,36.7,20.2,4.9,17.6,0,Budget Shopper
497,52,89.1,90.6,17.3,157.3,3,Loyal Regular
498,51,98.3,77.4,37.7,212.4,1,High Roller
499,46,47.4,57.3,26.7,140.5,3,Loyal Regular
500,46,81.6,79.4,20.5,66.0,3,Loyal Regular
501,50,65.8,35.1,6.1,55.2,2,Occasional Buyer
502,24,24.3,16.8,5.5,22.3,0,Budget Shopper
503,51,138.3,70.3,33.7,339.7,1,High Roller
504,49,50.9,78.4,20.4,100.1,3,Loyal Regular
505,46,72.9,68.3,13.9,75.5,3,Loyal Regular
506,32,78.3,72.3,29.4,95.4,3,Loyal Regular
507,31,48.1,34.6,8.8,83.0,0,Budget Shopper
508,49,88.5,75.9,37.2,311.5,1,High Roller
509,41,42.9,58.4,12.0,141.3,3,Loyal Regular
510,31,88.5,78.3,25.3,85.1,3,Loyal Regular
511,50,121.3,83.0,39.6,187.4,1,High Roller
512,51,30.9,44.6,8.7,62.9,2,Occasional Buyer
513,52,112.6,71.8,29.1,389.4,1,High Roller
514,24,34.8,25.1,7.5,29.5,0,Budget Shopper
515,30,109.7,74.6,20.9,367.3,1,High Roller
516,40,51.6,61.6,22.0,78.0,3,Loyal Regular
517,34,18.0,11.2,3.7,11.1,0,Budget Shopper
518,29,17.6,30.0,2.2,29.6,0,Budget Shopper
519,28,42.8,61.4,21.5,75.4,3,Loyal Regular
520,25,38.6,25.0,5.9,36.4,0,Budget Shopper
521,53,100.8,82.9,19.3,168.7,1,High Roller
522,48,61.6,37.7,9.3,87.2,2,Occasional Buyer
523,41,44.5,70.0,18.1,142.6,3,Loyal Regular
524,49,123.7,72.7,33.9,181.9,1,High Roller
525,49,118.1,92.8,33.9,154.5,1,High Roller
526,34,35.6,36.4,9.0,41.0,0,Budget Shopper
527,31,80.9,78.3,13.7,100.5,3,Loyal Regular
528,38,38.8,21.2,2.3,26.3,0,Budget Shopper
529,57,47.2,51.9,6.8,44.8,2,Occasional Buyer
530,38,17.1,23.2,4.1,34.1,0,Budget Shopper
531,58,45.8,53.3,3.0,74.2,2,Occasional Buyer
532,28,23.7,21.6,5.5,11.4,0,Budget Shopper
533,57,68.8,40.9,3.9,72.3,2,Occasional Buyer
534,30,134.1,73.9,39.2,263.4,1,High Roller
535,34,45.9,59.2,18.3,128.6,3,Loyal Regular
536,53,112.5,97.3,28.5,274.5,1,High Roller
537,27,23.3,28.3,5.9,15.0,0,Budget Shopper
538,38,31.4,19.6,5.8,20.2,0,Budget Shopper
539,51,59.5,37.2,8.4,89.8,2,Occasional Buyer
540,38,137.3,86.2,32.8,228.6,1,High Roller
541,30,28.5,25.8,2.8,14.2,0,Budget Shopper
542,37,141.0,83.0,16.1,190.4,1,High Roller
543,31,18.2,18.4,6.2,14.8,0,Budget Shopper
544,54,124.5,71.5,21.4,164.9,1,High Roller
545,26,39.5,22.3,3.3,29.0,0,Budget Shopper
546,36,49.1,63.0,19.5,141.7,3,Loyal Regular
547,58,40.4,34.9,2.5,50.5,2,Occasional Buyer
548,36,42.6,59.0,18.0,66.9,3,Loyal Regular
549,52,39.1,45.9,3.8,49.3,2,Occasional Buyer
550,35,30.5,19.2,4.2,32.4,0,Budget Shopper
551,38,38.7,13.7,7.5,24.8,0,Budget Shopper
552,49,111.0,88.2,30.8,297.9,1,High Roller
553,32,47.0,43.7,6.2,51.0,0,Budget Shopper
554,33,37.2,10.7,5.1,23.2,0,Budget Shopper
555,43,89.7,70.1,17.5,135.4,3,Loyal Regular
556,48,60.7,78.9,21.7,114.5,3,Loyal Regular
557,39,145.1,77.6,34.5,356.3,1,High Roller
558,33,121.8,93.5,27.0,160.2,1,High Roller
559,35,29.7,34.5,4.4,37.2,0,Budget Shopper
560,31,89.3,95.9,38.1,271.8,1,High Roller
561,25,34.3,11.7,6.9,23.1,0,Budget Shopper
562,45,44.9,72.7,18.2,60.6,3,Loyal Regular
563,42,83.5,57.1,15.8,127.7,3,Loyal Regular
564,61,60.4,54.2,5.5,46.7,2,Occasional Buyer
565,30,137.7,80.7,23.1,394.4,1,High Roller
566,52,88.6,91.8,23.1,399.3,1,High Roller
567,43,43.4,48.7,6.6,89.2,2,Occasional Buyer
568,38,102.2,96.1,24.4,224.2,1,High Roller
569,45,115.5,74.8,16.6,179.4,1,High Roller
570,46,79.4,77.6,16.8,133.1,3,Loyal Regular
571,35,28.1,19.0,7.1,21.8,0,Budget Shopper
572,32,38.0,11.5,2.9,34.2,0,Budget Shopper
573,28,45.8,72.1,29.1,72.3,3,Loyal Regular
574,38,28.8,24.3,7.9,12.3,0,Budget Shopper
575,42,145.6,96.3,21.9,362.9,1,High Roller
576,33,76.4,62.9,19.1,81.3,3,Loyal Regular
577,32,29.8,19.2,4.2,26.5,0,Budget Shopper
578,30,131.6,85.8,15.8,367.1,1,High Roller
579,50,82.0,75.0,19.5,246.9,1,High Roller
580,59,68.1,35.7,9.0,78.5,2,Occasional Buyer
581,52,124.7,85.5,29.8,348.4,1,High Roller
582,35,27.3,23.1,4.0,10.8,0,Budget Shopper
583,32,43.5,64.9,15.3,74.1,3,Loyal Regular
584,45,68.0,78.6,13.5,82.9,3,Loyal Regular
585,28,62.2,73.8,21.6,108.4,3,Loyal Regular
586,33,114.7,75.3,32.1,397.8,1,High Roller
587,55,39.3,37.0,8.4,85.8,2,Occasional Buyer
588,25,42.5,42.1,6.1,53.2,0,Budget Shopper
589,37,28.9,23.2,2.7,12.8,0,Budget Shopper
590,35,32.9,23.2,4.7,24.4,0,Budget Shopper
591,36,27.2,29.3,5.8,23.4,0,Budget Shopper
592,44,40.5,76.4,25.2,145.2,3,Loyal Regular
593,60,55.3,39.3,4.2,43.9,2,Occasional Buyer
594,35,58.6,74.6,16.6,144.5,3,Loyal Regular
595,47,64.1,74.4,24.1,125.2,3,Loyal Regular
596,36,30.5,23.3,7.3,33.7,0,Budget Shopper
597,30,97.7,80.8,24.5,301.4,1,High Roller
598,29,46.8,49.5,5.8,59.9,0,Budget Shopper
599,60,51.9,52.0,7.4,62.8,2,Occasional Buyer
600,55,42.3,50.6,2.5,55.1,2,Occasional Buyer
601,26,33.2,25.9,7.2,24.2,0,Budget Shopper
602,35,18.7,13.3,5.8,35.3,0,Budget Shopper
603,45,119.0,77.7,22.6,333.0,1,High Roller
604,54,80.1,87.9,30.2,211.9,1,High Roller
605,52,66.6,51.5,2.3,77.2,2,Occasional Buyer
606,43,80.6,75.6,26.3,89.1,3,Loyal Regular
607,26,15.5,32.9,1.8,27.3,0,Budget Shopper
608,27,26.3,32.8,3.1,25.7,0,Budget Shopper
609,60,68.9,41.2,3.3,40.8,2,Occasional Buyer
610,48,56.2,33.8,9.0,62.3,2,Occasional Buyer
611,36,33.0,30.1,7.9,28.1,0,Budget Shopper
612,47,122.3,79.5,36.7,398.3,1,High Roller
613,35,86.0,56.0,17.2,78.7,3,Loyal Regular
614,35,30.5,32.0,4.5,30.9,0,Budget Shopper
615,36,31.7,44.5,5.6,86.9,0,Budget Shopper
616,27,30.5,40.2,7.2,30.9,0,Budget Shopper
617,44,55.2,58.5,23.0,87.6,3,Loyal Regular
618,60,66.3,33.3,6.7,65.9,2,Occasional Buyer
619,45,62.0,77.0,21.1,105.7,3,Loyal Regular
620,28,33.0,17.7,4.8,25.3,0,Budget Shopper
621,45,59.2,60.4,20.0,64.4,3,Loyal Regular
622,27,28.4,19.5,4.2,28.1,0,Budget Shopper
623,35,44.7,79.1,14.4,73.7,3,Loyal Regular
624,22,24.1,24.5,5.4,10.4,0,Budget Shopper
625,28,36.3,21.2,1.7,21.1,0,Budget Shopper
626,58,36.7,36.2,8.7,51.4,2,Occasional Buyer
627,37,22.0,10.6,5.5,15.3,0,Budget Shopper
628,33,40.3,66.1,13.5,121.4,3,Loyal Regular
629,34,79.0,69.1,16.7,122.5,3,Loyal Regular
630,41,59.4,37.5,4.6,77.6,2,Occasional Buyer
631,36,70.2,64.7,27.5,87.8,3,Loyal Regular
632,46,80.5,76.6,15.9,177.0,3,Loyal Regular
633,46,107.4,99.1,21.5,314.2,1,High Roller
634,29,69.8,54.5,7.2,78.3,0,Budget Shopper
635,30,73.3,58.0,22.3,83.1,3,Loyal Regular
636,39,27.3,34.9,7.3,23.9,0,Budget Shopper
637,34,36.5,10.2,4.6,22.5,0,Budget Shopper
638,32,68.2,71.6,24.2,143.9,3,Loyal Regular
639,38,120.4,89.0,34.9,249.0,1,High Roller
640,37,78.6,72.9,22.4,61.3,3,Loyal Regular
641,34,147.2,84.6,17.7,287.0,1,High Roller
642,26,33.4,17.0,2.8,10.2,0,Budget Shopper
643,39,38.1,31.9,2.8,29.8,0,Budget Shopper
644,30,82.3,59.6,29.2,93.9,3,Loyal Regular
645,43,149.4,99.1,38.6,346.0,1,High Roller
646,50,116.5,71.9,35.8,299.7,1,High Roller
647,45,55.8,75.2,27.8,87.2,3,Loyal Regular
648,34,52.7,76.6,13.9,71.3,3,Loyal Regular
649,39,61.1,49.0,3.5,35.3,0,Budget Shopper
650,47,73.6,75.7,24.1,134.2,3,Loyal Regular
651,35,16.2,14.2,6.2,12.5,0,Budget Shopper
652,35,56.2,71.5,23.7,82.6,3,Loyal Regular
653,47,87.3,62.4,12.0,84.5,3,Loyal Regular
654,51,46.4,37.8,7.4,66.3,2,Occasional Buyer
655,45,87.3,72.1,18.0,105.1,3,Loyal Regular
656,31,88.7,68.6,17.0,123.8,3,Loyal Regular
657,57,68.3,43.2,3.9,60.0,2,Occasional Buyer
658,40,83.6,74.6,16.9,142.1,3,Loyal Regular
659,39,30.3,10.5,7.1,38.0,0,Budget Shopper
660,47,41.2,57.9,14.3,77.0,2,Occasional Buyer
661,23,28.6,32.7,5.4,13.5,0,Budget Shopper
662,42,81.2,64.6,20.3,87.3,3,Loyal Regular
663,45,43.7,73.6,24.8,81.1,3,Loyal Regular
664,39,67.8,76.1,26.3,75.8,3,Loyal Regular
665,39,36.3,23.8,4.9,36.3,0,Budget Shopper
666,34,20.6,23.4,5.2,27.4,0,Budget Shopper
667,37,62.2,40.8,10.0,63.5,0,Budget Shopper
668,39,28.8,14.1,3.9,33.3,0,Budget Shopper
669,36,107.5,94.8,34.7,306.1,1,High Roller
670,54,104.2,79.5,34.3,171.6,1,High Roller
671,33,68.4,69.5,20.8,118.0,3,Loyal Regular
672,42,69.2,34.8,8.3,84.5,2,Occasional Buyer
673,30,52.3,66.8,23.9,127.6,3,Loyal Regular
674,42,41.9,43.5,4.8,54.9,2,Occasional Buyer
675,32,18.5,26.0,2.3,20.4,0,Budget Shopper
676,23,21.4,17.4,3.3,35.5,0,Budget Shopper
677,22,33.7,22.6,2.6,37.0,0,Budget Shopper
678,48,84.1,80.0,34.6,326.9,1,High Roller
679,48,63.6,57.3,23.3,109.5,3,Loyal Regular
680,28,15.8,27.4,3.1,37.7,0,Budget Shopper
681,26,55.2,36.2,7.6,55.7,0,Budget Shopper
682,31,53.5,57.0,29.9,74.1,3,Loyal Regular
683,40,78.5,64.9,26.9,75.4,3,Loyal Regular
684,33,27.4,10.9,7.4,17.8,0,Budget Shopper
685,39,80.7,70.3,18.7,83.0,3,Loyal Regular
686,30,32.3,19.7,7.6,14.1,0,Budget Shopper
687,30,88.8,90.3,23.1,321.6,1,High Roller
688,63,38.0,51.9,7.9,30.8,2,Occasional Buyer
689,37,134.0,95.3,34.0,306.6,1,High Roller
690,35,102.9,90.0,35.2,340.6,1,High Roller
691,41,60.6,53.5,2.1,61.4,2,Occasional Buyer
692,28,66.0,47.8,9.5,66.2,0,Budget Shopper
693,43,58.2,43.4,6.3,55.8,2,Occasional Buyer
694,39,63.9,31.6,4.7,34.0,0,Budget Shopper
695,49,63.3,56.9,15.0,65.5,2,Occasional Buyer
696,47,102.9,85.5,17.2,237.7,1,High Roller
697,62,59.3,46.0,5.3,75.5,2,Occasional Buyer
698,51,97.9,89.8,39.5,243.6,1,High Roller
699,38,91.1,88.3,18.4,337.8,1,High Roller
700,29,26.3,27.8,7.3,28.7,0,Budget Shopper
701,44,42.3,60.4,12.3,112.3,3,Loyal Regular
702,44,54.0,45.6,7.2,46.0,2,Occasional Buyer
703,38,86.5,71.9,17.5,93.3,3,Loyal Regular
704,41,57.5,42.3,5.1,68.0,2,Occasional Buyer
705,34,63.3,59.7,24.6,110.1,3,Loyal Regular
706,44,141.0,77.7,31.6,350.1,1,High Roller
707,22,33.5,24.4,6.9,14.2,0,Budget Shopper
708,35,38.3,34.8,2.4,21.4,0,Budget Shopper
709,51,57.1,39.3,9.5,40.0,2,Occasional Buyer
710,40,51.2,65.0,19.4,148.0,3,Loyal Regular
711,61,36.8,52.5,8.2,34.6,2,Occasional Buyer
712,60,51.4,33.6,8.3,55.2,2,Occasional Buyer
713,31,95.7,98.7,29.3,383.2,1,High Roller
714,48,141.1,73.4,32.6,285.2,1,High Roller
715,30,95.2,72.9,15.6,310.5,1,High Roller
716,33,20.5,34.4,6.5,13.4,0,Budget Shopper
717,34,23.0,12.3,4.4,30.6,0,Budget Shopper
718,47,53.8,74.2,16.1,122.3,3,Loyal Regular
719,30,32.2,54.3,3.8,48.3,0,Budget Shopper
720,31,39.7,18.1,6.7,17.6,0,Budget Shopper
721,36,78.0,62.8,19.4,78.9,3,Loyal Regular
722,36,38.9,13.4,4.4,18.1,0,Budget Shopper
723,44,39.2,30.0,7.8,88.0,2,Occasional Buyer
724,47,124.2,92.0,18.3,329.0,1,High Roller
725,31,102.6,99.2,29.5,213.6,1,High Roller
726,46,121.2,84.4,31.1,166.2,1,High Roller
727,26,26.5,15.2,3.5,25.1,0,Budget Shopper
728,37,19.5,24.6,3.9,36.8,0,Budget Shopper
729,27,29.8,19.0,1.6,37.5,0,Budget Shopper
730,45,142.8,85.6,26.2,289.5,1,High Roller
731,35,26.7,33.6,1.7,35.6,0,Budget Shopper
732,53,113.0,70.4,22.1,161.1,1,High Roller
733,49,49.7,75.3,16.9,125.8,3,Loyal Regular
734,47,53.9,76.3,28.7,149.7,3,Loyal Regular
735,32,79.3,70.4,18.2,138.6,3,Loyal Regular
736,40,83.5,74.0,25.1,103.6,3,Loyal Regular
737,38,87.1,68.2,25.2,143.2,3,Loyal Regular
738,36,17.6,28.4,2.3,26.9,0,Budget Shopper
739,51,50.8,31.9,6.8,61.0,2,Occasional Buyer
740,47,122.2,70.7,23.1,309.1,1,High Roller
741,43,74.6,61.8,15.4,76.6,3,Loyal Regular
742,35,86.5,64.7,13.2,61.7,3,Loyal Regular
743,62,67.7,31.9,5.5,61.8,2,Occasional Buyer
744,46,71.3,69.3,15.3,65.4,3,Loyal Regular
745,26,34.7,12.2,3.9,36.4,0,Budget Shopper
746,58,58.2,39.3,6.5,57.0,2,Occasional Buyer
747,42,71.3,55.3,14.6,126.8,3,Loyal Regular
748,33,82.7,59.1,27.4,104.2,3,Loyal Regular
749,44,72.4,60.8,24.3,144.6,3,Loyal Regular
750,36,67.9,79.0,12.9,68.8,3,Loyal Regular
751,29,58.7,51.6,3.4,78.0,0,Budget Shopper
752,38,66.6,76.8,29.9,112.4,3,Loyal Regular
753,42,85.4,66.7,20.4,128.5,3,Loyal Regular
754,37,119.0,75.4,16.3,230.0,1,High Roller
755,34,77.6,75.3,29.0,88.2,3,Loyal Regular
756,33,69.4,37.2,9.7,53.4,0,Budget Shopper
757,49,103.8,94.4,17.0,373.7,1,High Roller
758,36,50.5,76.4,26.8,99.7,3,Loyal Regular
759,45,90.6,83.2,30.4,170.9,1,High Roller
760,52,137.2,72.0,24.7,363.0,1,High Roller
761,38,18.4,10.7,6.3,28.6,0,Budget Shopper
762,51,45.2,50.8,8.7,52.4,2,Occasional Buyer
763,24,23.7,27.0,5.0,18.0,0,Budget Shopper
764,41,45.9,55.0,24.8,92.1,3,Loyal Regular
765,47,67.2,39.8,6.4,61.9,2,Occasional Buyer
766,47,47.2,48.5,8.9,61.9,2,Occasional Buyer
767,48,85.0,70.4,38.9,334.4,1,High Roller
768,35,74.8,70.7,27.5,71.9,3,Loyal Regular
769,45,42.3,71.4,21.6,67.4,3,Loyal Regular
770,27,28.0,31.7,2.7,14.7,0,Budget Shopper
771,48,61.5,75.8,14.2,126.1,3,Loyal Regular
772,33,46.6,40.7,6.3,71.8,0,Budget Shopper
773,41,92.7,85.8,32.7,176.7,1,High Roller
774,59,65.6,32.1,8.5,81.7,2,Occasional Buyer
775,42,128.8,97.9,34.6,164.0,1,High Roller
776,31,67.6,69.9,27.7,111.9,3,Loyal Regular
777,62,33.8,55.0,4.6,74.9,2,Occasional Buyer
778,36,96.0,77.0,20.5,193.4,3,Loyal Regular
779,50,85.1,81.8,27.0,300.0,1,High Roller
780,33,37.6,38.7,6.4,89.5,0,Budget Shopper
781,61,32.8,37.8,9.5,81.0,2,Occasional Buyer
782,26,38.2,39.5,9.9,77.1,0,Budget Shopper
783,44,121.5,87.4,31.6,173.8,1,High Roller
784,39,81.5,72.5,39.2,223.9,1,High Roller
785,32,127.0,79.5,37.0,214.6,1,High Roller
786,30,38.2,34.9,2.2,21.9,0,Budget Shopper
787,31,53.3,63.3,22.0,123.6,3,Loyal Regular
788,34,76.6,75.6,14.6,135.0,3,Loyal Regular
789,41,143.7,83.9,18.4,235.2,1,High Roller
790,45,94.8,94.6,23.1,155.7,1,High Roller
791,29,39.1,54.4,6.3,38.1,0,Budget Shopper
792,63,36.9,53.1,2.5,55.8,2,Occasional Buyer
793,44,46.9,61.9,12.8,143.8,3,Loyal Regular
794,47,49.0,74.9,24.2,109.2,3,Loyal Regular
795,45,69.0,78.4,24.1,103.3,3,Loyal Regular
796,44,69.1,51.4,7.6,73.6,2,Occasional Buyer
797,49,46.5,70.1,27.3,64.0,3,Loyal Regular
798,29,41.6,66.9,19.3,74.5,3,Loyal Regular
799,54,57.2,40.2,2.1,65.0,2,Occasional Buyer
800,47,62.3,70.5,24.0,105.1,3,Loyal Regular
801,61,62.9,51.3,3.7,69.4,2,Occasional Buyer
802,37,83.0,67.5,24.1,81.5,3,Loyal Regular
803,62,41.6,41.7,9.1,72.5,2,Occasional Buyer
804,36,41.6,74.6,16.3,73.0,3,Loyal Regular
805,26,33.4,23.6,5.9,39.1,0,Budget Shopper
806,33,16.7,24.6,3.4,28.6,0,Budget Shopper
807,35,40.8,35.1,4.5,44.5,0,Budget Shopper
808,23,15.3,25.0,5.0,31.5,0,Budget Shopper
809,59,38.0,32.7,8.8,56.3,2,Occasional Buyer
810,25,15.4,22.8,2.6,29.4,0,Budget Shopper
811,46,37.5,48.0,8.9,57.2,2,Occasional Buyer
812,33,37.8,16.2,5.0,15.0,0,Budget Shopper
813,34,65.4,39.6,5.9,47.0,0,Budget Shopper
814,36,52.5,58.0,22.5,147.2,3,Loyal Regular
815,36,63.3,55.3,13.5,83.3,3,Loyal Regular
816,43,50.1,78.4,24.4,134.1,3,Loyal Regular
817,33,44.6,63.0,13.9,71.6,3,Loyal Regular
818,36,62.7,51.3,9.5,35.1,0,Budget Shopper
819,32,38.0,16.3,5.9,12.3,0,Budget Shopper
820,49,59.4,38.3,9.2,46.0,2,Occasional Buyer
821,23,23.5,25.8,7.5,13.1,0,Budget Shopper
822,48,55.0,36.8,5.9,34.9,2,Occasional Buyer
823,56,33.0,39.1,3.8,41.7,2,Occasional Buyer
824,28,48.6,48.1,7.3,72.5,0,Budget Shopper
825,37,131.8,97.5,22.0,364.6,1,High Roller
826,45,49.0,45.9,10.0,36.3,2,Occasional Buyer
827,40,78.3,72.6,18.0,120.8,3,Loyal Regular
828,34,31.7,11.1,5.1,40.0,0,Budget Shopper
829,37,97.3,91.8,39.8,174.8,1,High Roller
830,35,54.8,78.5,26.7,148.5,3,Loyal Regular
831,34,88.7,81.6,31.1,345.1,1,High Roller
832,39,41.2,66.2,16.3,64.5,3,Loyal Regular
833,48,79.0,55.4,26.7,63.6,3,Loyal Regular
834,39,22.4,15.8,1.3,10.5,0,Budget Shopper
835,31,16.2,34.3,2.6,12.7,0,Budget Shopper
836,39,59.0,75.0,19.1,127.6,3,Loyal Regular
837,56,54.4,37.8,4.2,65.9,2,Occasional Buyer
838,45,56.6,74.5,19.9,116.5,3,Loyal Regular
839,60,69.4,48.9,5.1,65.4,2,Occasional Buyer
840,34,40.3,38.9,7.4,33.8,0,Budget Shopper
841,46,58.3,31.6,8.7,30.2,2,Occasional Buyer
842,64,62.1,54.0,6.3,59.3,2,Occasional Buyer
843,25,48.6,51.9,3.6,37.6,0,Budget Shopper
844,29,24.9,12.7,3.3,15.1,0,Budget Shopper
845,45,88.6,69.1,24.9,66.2,3,Loyal Regular
846,50,59.6,32.4,6.8,72.2,2,Occasional Buyer
847,33,39.6,43.3,7.2,68.7,0,Budget Shopper
848,44,149.9,98.0,31.1,255.3,1,High Roller
849,53,50.7,39.5,2.1,53.2,2,Occasional Buyer
850,23,23.8,26.1,5.7,35.9,0,Budget Shopper
851,25,17.0,19.2,2.7,34.1,0,Budget Shopper
852,39,53.6,63.5,20.1,142.2,3,Loyal Regular
853,29,49.7,71.0,16.7,139.7,3,Loyal Regular
854,29,33.2,22.4,5.8,23.0,0,Budget Shopper
855,34,23.3,33.3,1.1,16.8,0,Budget Shopper
856,26,32.3,16.7,2.7,15.0,0,Budget Shopper
857,40,82.5,59.9,14.3,146.7,3,Loyal Regular
858,26,16.2,23.3,7.7,13.3,0,Budget Shopper
859,33,105.8,73.6,25.5,337.8,1,High Roller
860,44,56.6,62.3,12.7,117.3,3,Loyal Regular
861,33,134.2,89.3,28.3,160.5,1,High Roller
862,44,126.5,84.2,36.1,351.4,1,High Roller
863,38,114.1,71.0,16.6,376.6,1,High Roller
864,60,34.7,35.3,4.5,40.0,2,Occasional Buyer
865,44,141.4,83.0,19.0,289.5,1,High Roller
866,26,50.6,50.2,4.0,44.7,0,Budget Shopper
867,41,135.9,94.7,36.4,379.2,1,High Roller
868,38,27.3,28.1,6.7,31.6,0,Budget Shopper
869,26,19.6,12.0,4.0,30.7,0,Budget Shopper
870,31,141.5,87.2,27.9,257.6,1,High Roller
871,56,56.9,54.4,2.8,30.5,2,Occasional Buyer
872,32,28.3,12.7,4.1,26.0,0,Budget Shopper
873,38,73.8,70.9,19.2,112.0,3,Loyal Regular
874,50,69.2,42.1,8.9,65.3,2,Occasional Buyer
875,43,48.6,75.7,22.5,90.4,3,Loyal Regular
876,33,58.3,58.7,15.7,88.2,3,Loyal Regular
877,37,19.6,33.4,5.5,25.5,0,Budget Shopper
878,40,81.8,56.3,20.4,94.2,3,Loyal Regular
879,22,20.0,10.1,6.7,31.2,0,Budget Shopper
880,25,29.2,29.1,7.1,20.3,0,Budget Shopper
881,37,36.2,31.4,3.8,36.6,0,Budget Shopper
882,48,143.9,88.4,36.8,331.0,1,High Roller
883,47,102.6,73.8,26.9,178.5,1,High Roller
884,35,26.8,14.6,4.4,25.4,0,Budget Shopper
885,48,78.1,56.1,23.6,80.4,3,Loyal Regular
886,28,28.1,28.3,1.0,24.0,0,Budget Shopper
887,32,44.9,56.9,18.5,68.3,3,Loyal Regular
888,24,29.3,12.4,5.3,39.7,0,Budget Shopper
889,34,83.6,67.5,25.1,115.7,3,Loyal Regular
890,54,137.5,70.0,22.5,395.3,1,High Roller
891,31,34.7,50.0,3.0,71.9,0,Budget Shopper
892,44,67.6,42.6,9.6,80.0,2,Occasional Buyer
893,44,57.4,30.6,3.4,57.2,2,Occasional Buyer
894,42,90.0,98.2,33.3,190.6,1,High Roller
895,56,47.2,43.7,6.3,68.2,2,Occasional Buyer
896,32,82.2,89.6,24.2,366.1,1,High Roller
897,54,65.3,44.6,8.7,68.6,2,Occasional Buyer
898,48,148.1,94.8,32.5,359.9,1,High Roller
899,44,94.9,71.0,22.6,313.3,1,High Roller
900,34,80.8,76.9,25.9,120.4,3,Loyal Regular
901,33,87.2,60.9,13.9,129.1,3,Loyal Regular
902,39,47.5,76.3,29.8,125.4,3,Loyal Regular
903,39,110.7,91.7,29.8,312.6,1,High Roller
904,28,16.9,11.9,1.0,39.0,0,Budget Shopper
905,36,22.2,25.4,7.4,14.2,0,Budget Shopper
906,38,60.8,30.1,8.9,41.2,0,Budget Shopper
907,40,57.6,44.9,6.0,88.6,2,Occasional Buyer
908,45,95.8,91.1,16.3,271.6,1,High Roller
909,27,55.5,38.1,4.2,41.5,0,Budget Shopper
910,38,115.4,89.0,16.8,213.6,1,High Roller
911,30,89.9,59.8,20.3,98.8,3,Loyal Regular
912,46,66.2,74.4,16.2,91.1,3,Loyal Regular
913,38,36.0,21.7,3.9,18.2,0,Budget Shopper
914,44,48.2,36.7,3.8,37.9,2,Occasional Buyer
915,53,104.0,82.4,34.0,335.9,1,High Roller
916,32,26.5,18.3,2.0,29.5,0,Budget Shopper
917,36,50.4,63.9,24.0,103.5,3,Loyal Regular
918,35,59.7,58.5,12.2,109.0,3,Loyal Regular
919,34,51.8,32.5,7.5,44.5,0,Budget Shopper
920,38,28.4,22.4,3.7,18.9,0,Budget Shopper
921,29,21.2,22.2,2.5,39.6,0,Budget Shopper
922,22,18.8,22.7,5.9,35.8,0,Budget Shopper
923,40,40.5,72.9,24.7,116.0,3,Loyal Regular
924,61,68.2,37.8,9.1,66.2,2,Occasional Buyer
925,35,139.3,82.9,18.5,316.0,1,High Roller
926,52,85.4,80.2,36.7,203.9,1,High Roller
927,49,97.0,89.6,35.3,303.5,1,High Roller
928,24,21.3,20.1,5.0,32.2,0,Budget Shopper
929,34,131.6,93.1,21.1,317.9,1,High Roller
930,48,73.8,56.0,23.2,122.8,3,Loyal Regular
931,53,48.6,54.1,6.2,70.7,2,Occasional Buyer
932,34,107.4,85.0,24.9,284.9,1,High Roller
933,41,79.7,62.0,14.6,88.2,3,Loyal Regular
934,25,19.3,29.3,7.6,15.0,0,Budget Shopper
935,34,18.5,30.1,1.5,39.6,0,Budget Shopper
936,44,117.3,87.4,17.2,329.4,1,High Roller
937,29,58.8,44.1,5.4,49.6,0,Budget Shopper
938,51,148.9,98.1,16.1,191.2,1,High Roller
939,32,85.7,82.1,20.5,254.6,1,High Roller
940,35,19.7,30.9,3.3,19.3,0,Budget Shopper
941,47,55.6,58.1,14.0,118.3,3,Loyal Regular
942,34,86.4,65.8,14.1,106.1,3,Loyal Regular
943,33,48.0,53.9,5.2,80.4,0,Budget Shopper
944,37,40.3,79.5,29.4,95.6,3,Loyal Regular
945,43,149.5,73.9,21.9,248.6,1,High Roller
946,45,42.4,79.0,24.2,116.8,3,Loyal Regular
